ticker,name,type,sector,article_date,article_headline,label
EXPD,"Expeditors International of Washington, Inc.",EQUITY,Industrials,2015-08-04,"Expeditors Reports Q2 EPS $0.61 vs. Est. $0.54, Rev. $1.69B vs. Est. $1.73B",mildly bullish
ENSG,"The Ensign Group, Inc.",EQUITY,Healthcare,2015-08-04,"The Ensign Group Reports Q2 EPS $0.60 vs. Est. $0.57, Rev. $311.056M vs. Est. $318.86M; Raises FY15 Guidance",mildly bullish
EVOL,"Symbolic Logic, Inc.",EQUITY,Technology,2015-08-04,"Evolving Systems Reports Q2 EPS $0.07 Vs Est $0.09, Sales $6.07M Vs Est $6.82M",mildly bearish
DGLY,"Digital Ally, Inc.",EQUITY,Communication Services,2015-08-04,Shares of Digital Ally Trading 7% Higher; Earlier Reported Receiving of 'Numerous' Body Camera Orders Last Month,mildly bullish
ADSK,"Autodesk, Inc.",EQUITY,Technology,2015-08-04,William Blair Initiates Coverage on Autodesk at Outperform,mildly bullish
CCRN,"Cross Country Healthcare, Inc.",EQUITY,Healthcare,2015-08-05,"CrossCountry Healthcare Reports Q2 EPS $0.10 Vs Est $0.06, Sales $192.6M Vs Est $190.81M; Sees Q3 Adj EPS $0.10-$0.12 Vs Est $0.09 & Revs $192M-$197M Vs Est $220.79M",mildly bullish
CLNE,Clean Energy Fuels Corp.,EQUITY,Energy,2015-08-05,"Clean Energy Reports Q2 EPS $(0.29) vs. Est. $(0.27), Rev. $86.9M vs. Est. $98.33M",mildly bearish
ARTNA,Artesian Resources Corporation,EQUITY,Utilities,2015-08-05,"Artesian Resources Corp Reports Q2 EPS $0.36 Vs Est $0.29, Sales $19.5M Vs Est $18.90M",mildly bullish
AEIS,"Advanced Energy Industries, Inc.",EQUITY,Industrials,2015-08-05,Susquehanna Upgrades Advanced Energy Indus to Positive,mildly bullish
BRKR,Bruker Corporation,EQUITY,Healthcare,2015-08-05,"Bruker Reports Q2 EPS $0.19 vs. Est. $0.17, Rev. $396M vs. Est. $392.06M",mildly bullish
AAON,"AAON, Inc.",EQUITY,Industrials,2015-08-06,"AAON Reports Q2 EPS $0.20 vs. Est. $0.23, Rev. $90.3M vs. Est. $96.59M",mildly bearish
DGLY,"Digital Ally, Inc.",EQUITY,Communication Services,2015-08-06,"Digital Ally Reports Q2 Adj. Loss of $0.08/Share, Sales $5.6M",mildly bearish
CRIS,"Curis, Inc.",EQUITY,Healthcare,2015-08-06,"Curis Reports Inline Q2 Loss $0.06, Sales $2.034M",mildly bullish
ADI,"Analog Devices, Inc.",EQUITY,Technology,2015-08-06,Benzinga's Top Initiations,neutral
AMCX,AMC Networks Inc.,EQUITY,Communication Services,2015-08-06,Investors Tune Out AMC Networks After Q2 Beat,mildly bearish
ADI,"Analog Devices, Inc.",EQUITY,Technology,2015-08-06,Benzinga's Top Initiations,neutral
ENG,ENGlobal Corporation,EQUITY,Industrials,2015-08-06,"ENGlobal Reports Q2 EPS $0.03 vs. Prior Year Quarter $0.06, Rev. $21.1M vs. Prior Year Quarter $27.2M",mildly bearish
ADI,"Analog Devices, Inc.",EQUITY,Technology,2015-08-06,"Susquehanna Initiates Coverage on Analog Devices at Neutral, Announces $65.00 PT",neutral
BIIB,Biogen Inc.,EQUITY,Healthcare,2015-08-07,The Historical Correlation Between Biotech Stocks And Interest Rates,neutral
BRKR,Bruker Corporation,EQUITY,Healthcare,2015-08-07,Bruker Names Dr. Hermann Requardt to Board of Directors,neutral
CMCSA,Comcast Corporation,EQUITY,Communication Services,2015-08-09,Will 'The Visit' Be Another Hit For Universal Pictures Or A 'Pixels'-Sized Flop?,neutral
EA,Electronic Arts Inc.,EQUITY,Communication Services,2015-08-10,"Piper Jaffray Sees Footprint Of Next Gen Hardware Large Enough To Drive Sustainable Growth For Software, Says Electronic Arts Poised To Benefit From This Growth",mildly bullish
CTSH,Cognizant Technology Solutions Corporation,EQUITY,Technology,2015-08-10,Here's Which IT Stocks Benefit From Healthcare M&A,mildly bullish
EXPD,"Expeditors International of Washington, Inc.",EQUITY,Industrials,2015-08-11,Susquehanna Downgrades Expeditors International to Neutral,mildly bearish
ESEA,Euroseas Ltd.,EQUITY,Industrials,2015-08-11,"Euroseas Reports Q2 Adj Loss $0.65 Vs Est Loss $0.80, Sales $9.639M Vs Est $9.80M",mildly bullish
ESLT,Elbit Systems Ltd.,EQUITY,Industrials,2015-08-11,Elbit Reports Q2 EPS $1.25; Revenue $749.603M; No Est.,mildly bullish
ADBE,Adobe Inc.,EQUITY,Technology,2015-08-11,"UPDATE: RBC Upgrades Adobe, Cites Three Reasons to Reload; Raises Price Target from $88 to $105",mildly bullish
BYFC,Broadway Financial Corporation,EQUITY,Financial Services,2015-08-11,Broadway Financial Corp. REports EPS $0.04 vs. Prior Year Quarter Breakeven,mildly bullish
ADBE,Adobe Inc.,EQUITY,Technology,2015-08-11,"RBC Capital Upgrades Adobe Systems to Outperform, Raises PT to $105.00",mildly bullish
EXLS,"ExlService Holdings, Inc.",EQUITY,Technology,2015-08-12,Health Alliance Plan Launches EXL Healthcare's CareRadius Suite,mildly bullish
BDSI,"BioDelivery Sciences International, Inc.",EQUITY,,2015-08-12,Biodelivery Sciences Spikes to High on Volume,mildly bullish
BCLI,Brainstorm Cell Therapeutics Inc.,EQUITY,Healthcare,2015-08-13,BrainStorm Cell Therapeutics Reports Q2 EPS $(0.24) vs. Prior Year Quarter $(0.34),mildly bullish
CPHC,Canterbury Park Holding Corporation,EQUITY,Consumer Cyclical,2015-08-13,"Canterbury Park Holding Reports Q2 EPS $0.14, no estimates",mildly bullish
CVV,CVD Equipment Corporation,EQUITY,Industrials,2015-08-13,"CVD Reports Quarter EPS $0.22 vs. Prior Year Quarter $0.03, Rev. $10.4M vs. Prior Year Quarter $6.107M",mildly bullish
AMAT,"Applied Materials, Inc.",EQUITY,Technology,2015-08-13,Option Alert: Applied Materials Sep $18 Call; 2000 Contracts @Ask @$0.32; Now $17.04,mildly bullish
ACTG,Acacia Research Corporation,EQUITY,Industrials,2015-08-13,Acacia Announces Settlement and Patent License Agreement with Sony Corporation,mildly bullish
AZPN,"Aspen Technology, Inc.",EQUITY,Technology,2015-08-13,"Aspen Tech Reports Q2 Adj EPS $0.39 Vs Est $0.34, Sales $114.2M Vs Est $112.46M",mildly bullish
BDSI,"BioDelivery Sciences International, Inc.",EQUITY,,2015-08-13,BioDelivery Sciences Reports FDA Approval of New Formulation of ONSOLIS® (fentanyl buccal soluble film) CII,mildly bullish
AMAT,"Applied Materials, Inc.",EQUITY,Technology,2015-08-13,"Applied Materials Reports Q3 Adj. EPS $0.33, Inline, Sales $2.49B vs $2.54B Est.",mildly bullish
CAAS,"China Automotive Systems, Inc.",EQUITY,Consumer Cyclical,2015-08-13,China Automotive Q2 EPS $0.21 vs $0.21 Est; Revenue $109.167M vs $130.07M Est,mildly bearish
CTSO,Cytosorbents Corporation,EQUITY,Healthcare,2015-08-13,"Cytosorbents Corp Reports Q2 EPS $0.05 May Not Compare, Sales $946K Vs Est $910K",mildly bullish
ALGT,Allegiant Travel Company,EQUITY,Industrials,2015-08-14,A Basket Of Airline Stocks Expected To Beat The Rest,mildly bullish
EBAY,eBay Inc.,EQUITY,Consumer Cyclical,2015-08-14,UPDATE: JANA 13F Shows Reduced Stake in eBay from 20M Shares to 11.5M Shares,mildly bearish
AMAT,"Applied Materials, Inc.",EQUITY,Technology,2015-08-14,Stocks Hitting 52-Week Lows,mildly bearish
CALM,"Cal-Maine Foods, Inc.",EQUITY,Consumer Defensive,2015-08-16,"Egg, Turkey Prices to Climb Higher than Expected Through 2016 Due to Bird Flu -Reuters",mildly bearish
DGLY,"Digital Ally, Inc.",EQUITY,Communication Services,2015-08-17,Shares of Digital Ally Swing ~12% Lower Following Earlier Pre-Market High at $8.79; Stock Now Down 2+% for Session,mildly bearish
CNET,ZW Data Action Technologies Inc.,EQUITY,Communication Services,2015-08-17,"ChinaNet Online Reports Q2 EPS $(0.03), Rev. $9.6M vs. Prior Year Quarter $10.4M",mildly bearish
CUBA,The Herzfeld Caribbean Basin Fund Inc.,EQUITY,Financial Services,2015-08-18,Obama Administration in Talks With Cuba to Establish Regular Commercial Flights Between Two Countries -Wall Street Journal,mildly bullish
BUSE,First Busey Corporation,EQUITY,Financial Services,2015-08-18,8-K from First Busey Shows Board Approved 1-for-3 Reverse Split of Common Shares,neutral
CUBA,The Herzfeld Caribbean Basin Fund Inc.,EQUITY,Financial Services,2015-08-18,US State Dept Says No Decision on Commercial Flights Between US and Cuba; Says Talks Continue -Reuters,neutral
ADI,"Analog Devices, Inc.",EQUITY,Technology,2015-08-18,"Analog Devices Reports Q3 Adj. EPS $0.77 vs $0.74 Est., Sales $863M vs $845.4M Est.; Sees Q4 GAAP Sales $880M-$940M vs $879M Est.",mildly bullish
CSIQ,Canadian Solar Inc.,EQUITY,Technology,2015-08-18,"Candian Solar Reports Q2 EPS $0.31 vs Est $0.13, Revs $636.7M vs Est $592.50M",mildly bullish
EFOI,"Energy Focus, Inc.",EQUITY,Consumer Cyclical,2015-08-18,"Benzinga's M&A Chatter for Tuesday August 18, 2015",neutral
CSIQ,Canadian Solar Inc.,EQUITY,Technology,2015-08-18,"Earnings Scheduled For August 18, 2015",neutral
ADI,"Analog Devices, Inc.",EQUITY,Technology,2015-08-19,Benzinga's Volume Movers,neutral
ADI,"Analog Devices, Inc.",EQUITY,Technology,2015-08-19,"Stifel Raises Target on Analog Devices from $68 to $72, Believes 'Comms Bottoming and Poised for Recovery,' Buy Rating Maintained",mildly bullish
EBAY,eBay Inc.,EQUITY,Consumer Cyclical,2015-08-19,Magento and New Relic Expand Partnership to Deliver Critical Performance Analytics for Retailers,mildly bullish
CMCSA,Comcast Corporation,EQUITY,Communication Services,2015-08-19,"MoffettNathanson Upgrades Comcast to Buy, Maintains $67.00 PT",mildly bullish
ADI,"Analog Devices, Inc.",EQUITY,Technology,2015-08-19,Morning Market Gainers,mildly bullish
CMCSA,Comcast Corporation,EQUITY,Communication Services,2015-08-19,Comcast Shares Unch Following Bloomberg Report The Weather Company May Be Considering Sale of Digital Unit,neutral
CHKP,Check Point Software Technologies Ltd.,EQUITY,Technology,2015-08-19,Phil Pearlman Tweets: 'If u are out chasing cybersec stocks today on the madison breach & brean pump remember sellers were waiting for this kind of day & for u.',mildly bearish
BMRN,BioMarin Pharmaceutical Inc.,EQUITY,Healthcare,2015-08-19,Treating Female Sexual Dysfunction (And How To Invest In It),mildly bullish
CNET,ZW Data Action Technologies Inc.,EQUITY,Communication Services,2015-08-19,ChinaNet Online Partners With Baidu to Launch New Business Service Program,mildly bullish
BSPM,"Biostar Pharmaceuticals, Inc.",EQUITY,Healthcare,2015-08-19,"Biostar Pharmaceuticals Reports Q2 Revs $14.2M, no estimates",mildly bullish
BIDU,"Baidu, Inc.",EQUITY,Communication Services,2015-08-20,"Funds Are Running From Baidu, Valeant, Mondelez And Time Warner",strongly bearish
CRMT,"America's Car-Mart, Inc.",EQUITY,Consumer Cyclical,2015-08-20,America's Car-Mart Shares Halted News Pending,neutral
BIIB,Biogen Inc.,EQUITY,Healthcare,2015-08-20,13G Filing from Biogen on Applied Genetic Technologies Shows New 8.1% Stake,mildly bullish
BIIB,Biogen Inc.,EQUITY,Healthcare,2015-08-20,Benzinga's Top #PreMarket Gainers,mildly bullish
ADI,"Analog Devices, Inc.",EQUITY,Technology,2015-08-20,Benzinga's Top Downgrades,neutral
BIIB,Biogen Inc.,EQUITY,Healthcare,2015-08-20,Benzinga's Top #PreMarket Gainers,mildly bullish
DYSL,Dynasil Corporation of America,EQUITY,Technology,2015-08-20,Dynasil +90% Following Announcement of Supply Arrangement,mildly bullish
CBFV,"CB Financial Services, Inc.",EQUITY,Financial Services,2015-08-20,"Keefe Bruyette & Woods Initiates Coverage on CB Financial Services at Outperform, Announces $25.00 PT",mildly bullish
COLM,Columbia Sportswear Company,EQUITY,Consumer Cyclical,2015-08-20,The Most Sustainable Apparel & Footwear Companies Might Surprise You,neutral
CSIQ,Canadian Solar Inc.,EQUITY,Technology,2015-08-21,UBS Asks: Is It Time To Jump Into Solar?,neutral
BIS,ProShares UltraShort Nasdaq Biotechnology,ETF,,2015-08-21,"The Other Bearish Biotech ETF Is Looking Groovy, Too",mildly bearish
BCLI,Brainstorm Cell Therapeutics Inc.,EQUITY,Healthcare,2015-08-21,"Brainstorm Cell Therapeutics CFO Bibring Buys 8,500 Shares @$3.04/Share -Form 4",mildly bullish
DLTR,"Dollar Tree, Inc.",EQUITY,Consumer Defensive,2015-08-21,These 6 Stocks Skyrocketed During The 2008 Crash,neutral
ALKS,Alkermes plc,EQUITY,Healthcare,2015-08-21,Alkermes Offers Update on FDA Review of Aristada for Treatment of Schizophrenia: FDA Advised Co. Will Not Be Able to Close Review of NDA,mildly bearish
AVGO,Broadcom Inc.,EQUITY,Technology,2015-08-23,Retail Earnings Season Winds Down This Week,neutral
BLIN,"Bridgeline Digital, Inc.",EQUITY,Technology,2015-08-24,FatWire Co-Founder Ari Kahn Joins Bridgeline Digital as Chief Operating Officer,mildly bullish
BOKF,BOK Financial Corporation,EQUITY,Financial Services,2015-08-25,"SunTrust Robinson Humphrey Downgrades BOK Financial to Neutral, Lowers PT to $62.00",mildly bearish
DENN,Denny's Corporation,EQUITY,Consumer Cyclical,2015-08-25,"Fast Casual Names Up 2% & Higher On The Day: Chipotle, El Pollo Loco, Potbelly's, Habit, Domino's, Denny's",mildly bullish
CCUR,"CCUR Holdings, Inc.",EQUITY,Technology,2015-08-25,"Concurrent Reports Q4 EPS $(0.10) vs. Prior Year Quarter $1.71, Rev. $13.8M vs. Prior Year Quarter $17.9M",mildly bearish
CECO,CECO Environmental Corp.,EQUITY,Industrials,2015-08-25,Mid-Morning Market Update: Markets Open Higher; Best Buy Tops Q2 Views,neutral
DAKT,"Daktronics, Inc.",EQUITY,Technology,2015-08-25,"Mid-Day Market Update: Tuesday's Movers; PBoC Slashes Interest Rates, Raises Liquidity",neutral
EXPD,"Expeditors International of Washington, Inc.",EQUITY,Industrials,2015-08-25,Stifel Upgrades Expeditors International Of Washington To Buy: Here's Why,mildly bullish
CSIQ,Canadian Solar Inc.,EQUITY,Technology,2015-08-25,Solar Stocks: 'Thanks Obama',mildly bullish
ADSK,"Autodesk, Inc.",EQUITY,Technology,2015-08-26,Tech Earnings Reports To Watch On Thursday: Autodesk & Splunk,neutral
ADI,"Analog Devices, Inc.",EQUITY,Technology,2015-08-26,"Watch Large Cap Semiconductor Stocks, These Names Up Around 4% And Higher As Of Mid Afternoon Trading",mildly bullish
AVGO,Broadcom Inc.,EQUITY,Technology,2015-08-26,"Watch Large Cap Semiconductor Stocks, These Names Up Around 4% And Higher As Of Mid Afternoon Trading",mildly bullish
CMCSA,Comcast Corporation,EQUITY,Communication Services,2015-08-26,Wunderlich Recommends To 'Aggressively Add' Comcast On Sell-Off,mildly bullish
CMCSA,Comcast Corporation,EQUITY,Communication Services,2015-08-26,"Wunderlich Highlights Comcast as 'Name to Emphasize on Market Selloff,' Says Would 'aggressively add to Buy-rated' Stock",mildly bullish
AVGO,Broadcom Inc.,EQUITY,Technology,2015-08-27,Can Avago Technologies Ride The Apple Supplier Wave?,mildly bullish
CNSL,"Consolidated Communications Holdings, Inc.",EQUITY,Communication Services,2015-08-27,Consolidated Communications Accepts $14M in Annual Connect America Funding,mildly bullish
ADSK,"Autodesk, Inc.",EQUITY,Technology,2015-08-27,"Autodesk Sees FY16 Sales $2.465B-$2.505B vs $2.59B Est., Adj. EPS $0.60-$0.72 vs $1.04 Est.",mildly bearish
AXGN,"AxoGen, Inc.",EQUITY,Healthcare,2015-08-28,Stocks Hitting 52-Week Highs,mildly bullish
AMSWA,"American Software, Inc.",EQUITY,Technology,2015-08-28,Morning Market Gainers,mildly bullish
AMAT,"Applied Materials, Inc.",EQUITY,Technology,2015-08-31,Pacific Crest: How To Pick Semiconductor Winners,neutral
CSIQ,Canadian Solar Inc.,EQUITY,Technology,2015-08-31,Canadian Solar Announces Partnership in 200 Megawatt Tranquillity Solar Power Project,mildly bullish
BPTH,"Bio-Path Holdings, Inc.",EQUITY,Healthcare,2015-08-31,Bio-Path Holdings Forms Scientific Advisory Board to Support Advancement of Liposomal Grb-2 in Blood Cancers,mildly bullish
CMCSA,Comcast Corporation,EQUITY,Communication Services,2015-09-01,Can AT&T Pull Off Its Strategy To Gain Significant Upside?,mildly bullish
DLTR,"Dollar Tree, Inc.",EQUITY,Consumer Defensive,2015-09-01,Dollar Tree Shares Fall Following Q2 Results,mildly bearish
AVAV,"AeroVironment, Inc.",EQUITY,Industrials,2015-09-01,"AeroVironment Reports Q1 Loss $0.30 Vs Est Loss $0.15, Sales $47.1M Vs Est $53.92M",mildly bearish
DLTR,"Dollar Tree, Inc.",EQUITY,Consumer Defensive,2015-09-01,Benzinga's Top #PreMarket Losers,mildly bearish
DGLY,"Digital Ally, Inc.",EQUITY,Communication Services,2015-09-02,TASER Wins Legal Challenge to Invalidate Digital Ally Patent Claims,strongly bearish
ACAD,ACADIA Pharmaceuticals Inc.,EQUITY,Healthcare,2015-09-03,ACADIA Pharma Names Steve Davis CEO,neutral
BLRX,BioLineRx Ltd.,EQUITY,Healthcare,2015-09-03,BioLineRx to Present at the 17th Annual Rodman & Renshaw Global Investment Conference in New York,neutral
BIDU,"Baidu, Inc.",EQUITY,Communication Services,2015-09-04,Hearing the Chatter of Muddy Waters Announcing Baidu Short is Not True,neutral
BIDU,"Baidu, Inc.",EQUITY,Communication Services,2015-09-04,Hearing Market Chatter That Muddy Waters To Issue New Bear Report On Baidu,strongly bearish
BIDU,"Baidu, Inc.",EQUITY,Communication Services,2015-09-08,How The Options Market Is Looking This Week,neutral
CME,CME Group Inc.,EQUITY,Financial Services,2015-09-08,CME Group Expands Deliverable Swap Futures Offering with 7-year and 20-year Denominated Contracts,mildly bullish
BLDR,"Builders FirstSource, Inc.",EQUITY,Industrials,2015-09-08,Stocks Hitting 52-Week Highs,mildly bullish
ADSK,"Autodesk, Inc.",EQUITY,Technology,2015-09-09,"Option Alert: $ADSK Sep $50 Call Sweep; 16,427 Contracts @Ask @$0.23; Now $47.15",mildly bullish
CONN,"Conn's, Inc.",EQUITY,Consumer Cyclical,2015-09-09,Benzinga's Top #PreMarket Gainers,mildly bullish
ADBE,Adobe Inc.,EQUITY,Technology,2015-09-09,"A Basket Of Apple Peers To Watch Following iPad Pro, Watch Presentations",mildly bullish
FEIM,"Frequency Electronics, Inc.",EQUITY,Technology,2015-09-10,"Frequency Electronics Reports Q2 EPS $0.10, Sales $16.7M, no estimates",mildly bullish
CSIQ,Canadian Solar Inc.,EQUITY,Technology,2015-09-10,Canadian Solar Announces Module Supply Contract with Vivint Solar,mildly bullish
ALGN,"Align Technology, Inc.",EQUITY,Healthcare,2015-09-11,"Medical Device Co. Align Technology Has Clear Upside, Says Leerink",mildly bullish
ADBE,Adobe Inc.,EQUITY,Technology,2015-09-14,Adobe Could Have A Big Second Half,mildly bullish
ANTH,"Anthera Pharmaceuticals, Inc.",EQUITY,Healthcare,2015-09-14,Anthera Reports Termination of Blisibimod Partnership With Zenyaku,strongly bearish
EFSC,Enterprise Financial Services Corp,EQUITY,Financial Services,2015-09-14,10% Annual Alpha? Why Pair Trades Make Sense When The Market Is Volatile,mildly bullish
CONN,"Conn's, Inc.",EQUITY,Consumer Cyclical,2015-09-15,Benzinga's Top Downgrades,neutral
EBAY,eBay Inc.,EQUITY,Consumer Cyclical,2015-09-15,Alibaba Fights Back Against Barron's 50% Downside Story,neutral
CSIQ,Canadian Solar Inc.,EQUITY,Technology,2015-09-16,Analysts Are Having A Hard Time Predicting Solar Beyond 2016,neutral
CHKP,Check Point Software Technologies Ltd.,EQUITY,Technology,2015-09-16,Betting On Cybersecurity Rebound With ETFs,mildly bullish
CYCC,"Cyclacel Pharmaceuticals, Inc.",EQUITY,Healthcare,2015-09-17,"Cyclacel Announces Presentation of Molecular Rationale for Clinical Development of CYC065 CDK Inhibitor in Leukemias, Lymphomas",mildly bullish
BFIN,BankFinancial Corporation,EQUITY,Financial Services,2015-09-18,Top 4 Small-Cap Stocks In The Savings & Loans Industry With The Highest ROE,mildly bullish
ADBE,Adobe Inc.,EQUITY,Technology,2015-09-18,Wunderlich Analysts Believe Continued Transition Limits Adobe Upside Potential Near Term,mildly bearish
BWEN,"Broadwind, Inc.",EQUITY,Industrials,2015-09-18,"Broadwind Energy Sees Q3 Loss of $0.27-$0.20/Share, Sales in $52M-$53M Range",mildly bearish
CALM,"Cal-Maine Foods, Inc.",EQUITY,Consumer Defensive,2015-09-18,U.S. Broiler Chicken Producers Preparing for New Bird Flu Outbreak in the Fall -Reuters,mildly bearish
BWEN,"Broadwind, Inc.",EQUITY,Industrials,2015-09-18,Stocks Hitting 52-Week Lows,mildly bearish
